,user,beer,rating
1686,Tara McDonnell,Side Launch Brewing Company: Side Launch Wheat,3.0
373,Tara McDonnell,Sawdust City Brewing Co.: Little Norway,1.0
979,Tara McDonnell,Guiness: Guinness,6.0
1282,Tara McDonnell,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,2.0
474,Tara McDonnell,Heineken: Heineken Lager,1.0
575,Tara McDonnell,Creemore Spring Brewery: Creemore Springs Premium Lager,1.0
1888,Tara McDonnell,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
70,Tara McDonnell,Beau's All Natural Brewing Company: Beau's Lugtread,2.0
1989,Tara McDonnell,Bellwoods Brewery: Jelly King,10.0
1787,Tara McDonnell,Blue Moon Brewing Company: Blue Moon,1.0
844,Taylor Cooper ,Clifford Brewing Co.: Clifford Porter,9.0
1652,Taylor Cooper ,Side Launch Brewing Company: Side Launch Wheat,7.0
1955,Taylor Cooper ,Bellwoods Brewery: Jelly King,9.0
1349,Taylor Cooper ,Sawdust City Brewing Co.: Juicin,9.0
1147,Taylor Cooper ,Sierra Nevada Brewing Co.: Pale Ale,9.0
642,Taylor Cooper ,Mill Street Brewery: 100th Meridian,6.0
541,Taylor Cooper ,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
1046,Taylor Cooper ,Brasserie Dieu De Ciel!: Peche Mortel,10.0
1248,Taylor Cooper ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
339,Taylor Cooper ,Sawdust City Brewing Co.: Little Norway,7.0
743,Taylor Cooper ,Alexander Keiths: Red Amber Ale,3.0
1854,Taylor Cooper ,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
945,Taylor Cooper ,Guiness: Guinness,5.0
137,Taylor Cooper ,Grupo Modelo: Corona,3.0
238,Taylor Cooper ,Coors Brewing Company: Coors Light,3.0
1551,Taylor Cooper ,Brasserie D'Achouffe: La Chouffe,8.0
1753,Taylor Cooper ,Blue Moon Brewing Company: Blue Moon,3.0
36,Taylor Cooper ,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
1450,Taylor Cooper ,Redline Brewhouse: Clutch,8.0
440,Taylor Cooper ,Heineken: Heineken Lager,3.0
898,Valentine ,Clifford Brewing Co.: Clifford Porter,4.0
999,Valentine ,Guiness: Guinness,8.0
1100,Valentine ,Brasserie Dieu De Ciel!: Peche Mortel,6.0
696,Valentine ,Mill Street Brewery: 100th Meridian,4.0
797,Valentine ,Alexander Keiths: Red Amber Ale,4.0
191,Valentine ,Grupo Modelo: Corona,4.0
1908,Valentine ,"Brouwerij Rodenbach: Rodenbach Grand Cru,",6.0
1504,Valentine ,Redline Brewhouse: Clutch,8.0
494,Valentine ,Heineken: Heineken Lager,3.0
1403,Valentine ,Sawdust City Brewing Co.: Juicin,8.0
393,Valentine ,Sawdust City Brewing Co.: Little Norway,3.0
1706,Valentine ,Side Launch Brewing Company: Side Launch Wheat,5.0
292,Valentine ,Coors Brewing Company: Coors Light,2.0
1605,Valentine ,Brasserie D'Achouffe: La Chouffe,7.0
1807,Valentine ,Blue Moon Brewing Company: Blue Moon,4.0
90,Valentine ,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
595,Valentine ,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
1201,Valentine ,Sierra Nevada Brewing Co.: Pale Ale,5.0
2009,Valentine ,Bellwoods Brewery: Jelly King,9.0
1302,Valentine ,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,6.0
162,Vanessa,Grupo Modelo: Corona,7.0
263,Vanessa,Coors Brewing Company: Coors Light,2.0
566,Vanessa,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
465,Vanessa,Heineken: Heineken Lager,7.0
768,Vanessa,Alexander Keiths: Red Amber Ale,5.0
970,Vanessa,Guiness: Guinness,1.0
19404,ZAC,Glutenberg: Glutenberg Red,5.0
31120,ZAC,Sleeman Breweries Ltd.: Dark,5.0
315,ZAC,Sawdust City Brewing Co.: Little Norway,7.0
1729,ZAC,Blue Moon Brewing Company: Blue Moon,5.0
2840,ZAC,Brouwerij Artois: Stella Artois,7.0
23343,ZAC,Kensington Brewing Company: Fruit Stand Watermelon Wheat,4.0
1931,ZAC,Bellwoods Brewery: Jelly King,8.0
22131,ZAC,High Road Brewing: Bronan,9.0
214,ZAC,Coors Brewing Company: Coors Light,4.0
1426,ZAC,Redline Brewhouse: Clutch,7.0
19707,ZAC,Glutenberg: Glutenberg American Pale Ale,5.0
1527,ZAC,Brasserie D'Achouffe: La Chouffe,8.0
31019,ZAC,Sleeman Breweries Ltd.: Honey Brown Lager,5.0
23444,ZAC,Kensington Brewing Company: India Pale Ale,5.0
23242,ZAC,Kensington Brewing Company: Augusta Ale,5.0
19606,ZAC,Glutenberg: Glutenberg Blonde,5.0
13344,ZAC,Brickworks Ciderhouse: Batch: 1904,7.0
1628,ZAC,Side Launch Brewing Company: Side Launch Wheat,5.0
26575,ZAC,McAuslan Brewing: Griffon Brown Ale,5.0
3042,ZAC,The Collingwood Brewery: Rockwell,6.0
26373,ZAC,MacKinnon Brothers Brewing: 8 Man,8.0
7789,ZAC,Bellwoods Brewery: Jelly King - Pink Guava,8.0
416,ZAC,Heineken: Heineken Lager,5.0
28999,ZAC,Nickel Brook Brewing: Old Kentucky Bastard,8.0
2739,ZAC,Woodhouse Brewing Co.: Woodhouse Lager,6.0
26474,ZAC,McAuslan Brewing: Griffon Extra Blonde,5.0
113,ZAC,Grupo Modelo: Corona,7.0
32938,ZAC,Unibroue: Blanche de Chambly,5.0
8092,ZAC,Bellwoods Brewery: Milkshark - Pineapple,8.0
31322,ZAC,The Collingwood Brewery: Downhill Pale Ale,5.0
12,ZAC,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
9405,ZAC,Big Rig Brewery: Gold Lagered Ale,8.0
719,ZAC,Alexander Keiths: Red Amber Ale,7.0
18798,ZAC,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,5.0
27585,ZAC,Mill Street Brewery: Cobblestone Stout,6.0
2537,ZAC,Sawdust City Brewing Co.: Princess Wears Girl Pants,5.0
7991,ZAC,Bellwoods Brewery: Roman Candle,7.0
2234,ZAC,Sawdust City Brewing Co.: Lone Pine,7.0
3143,ZAC,McAuslan Brewing: St. Ambroise Oatmeal Stout,10.0
3244,ZAC,Rainhard Brewing Co.: Armed N' Citra,7.0
22030,ZAC,High Park Brewery: Across the Pond,7.0
33140,ZAC,Unibroue: Blonde de Chambly,5.0
2335,ZAC,Sawdust City Brewing Co.: Golden Beach,7.0
8294,ZAC,Bellwoods Brewery: Witchshark,7.0
921,ZAC,Guiness: Guinness,10.0
22737,ZAC,Indie Ale House Brewing: Cock Puncher,5.0
3648,ZAC,Ace Hill Brewing Company: Ace Hill Pilsner,5.0
2638,ZAC,Mill Street Brewery: Original Organic,8.0
3446,ZAC,High Road Brewing: Cloud Piercer,7.0
26676,ZAC,McAuslan Brewing: Griffon Ale Rousse,8.0
7890,ZAC,Bellwoods Brewery: Double Jutsu,8.0
2941,ZAC,Brewery Ommegang: Ommegang Pale Sour,7.0
30918,ZAC,Sleeman Breweries Ltd.: Clear,6.0
28696,ZAC,Molson Breweries of Canada: Carling,5.0
1123,ZAC,Sierra Nevada Brewing Co.: Pale Ale,6.0
23747,ZAC,Labatt Ontario Breweries: Canadian Ale,5.0
30615,ZAC,Redline Brewhouse: Double Clutch,8.0
2133,ZAC,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,7.0
151,elisa,Grupo Modelo: Corona,7.0
50,elisa,Beau's All Natural Brewing Company: Beau's Lugtread,3.0
252,elisa,Coors Brewing Company: Coors Light,5.0
1262,elisa,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1161,elisa,Sierra Nevada Brewing Co.: Pale Ale,5.0
1666,elisa,Side Launch Brewing Company: Side Launch Wheat,2.0
1464,elisa,Redline Brewhouse: Clutch,7.0
1565,elisa,Brasserie D'Achouffe: La Chouffe,2.0
454,elisa,Heineken: Heineken Lager,4.0
353,elisa,Sawdust City Brewing Co.: Little Norway,2.0
757,elisa,Alexander Keiths: Red Amber Ale,3.0
1767,elisa,Blue Moon Brewing Company: Blue Moon,3.0
1868,elisa,"Brouwerij Rodenbach: Rodenbach Grand Cru,",1.0
